"currSession","currTask","currTrial","stimulus","response","correctResponse","responseTime","sessionNum","round","picType","predictType","age","language","gender","device","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence"
"mathDistract","mathDistract","26","46 - 44","2","2","1282","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","27","30 / 30","1","1","923","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","28","147 / 49","4","3","1405","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","29","52 - 49","3","3","1220","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","30","49 - 45","4","4","814","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","31","56 - 55","1","1","835","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","32","184 / 46","4","4","1126","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","33","2 / 2","1","1","807","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","34","44 / 22","2","2","1031","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","35","45 / 15","3","3","1061","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","36","28 / 28","1","1","752","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","37","236 / 59","4","4","1355","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","38","18 - 14","3","4","1205","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","39","49 / 49","1","1","719","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","40","35 - 33","3","2","1169","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","41","208 / 52","4","4","979","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","42","46 - 44","2","2","787","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","43","41 - 40","1","1","810","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","44","69 / 23","3","3","1168","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","45","152 / 38","4","4","1044","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","46","23 - 22","1","1","755","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","47","14 - 13","1","1","716","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","48","188 / 47","4","4","1444","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","49","24 / 24","1","1","937","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","50","16 - 12","4","4","890","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","51","165 / 55","3","3","1639","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","52","6 - 3","3","3","1261","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","53","49 - 48","1","1","841","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","54","4 / 2","2","2","1374","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","55","184 / 46","4","4","888","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","56","48 / 12","4","4","1972","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","57","28 / 7","3","4","1651","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","58","192 / 48","4","4","1371","2","","","","","","","","","","","","","",""
"mathDistract","mathDistract","59","44 / 11","4","4","946","2","","","","","","","","","","","","","",""
"memoryTest","memoryTest","0","a1_1","j","d","2448","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","1","b4_28","f","d","2437","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","2","c2_14","d","k","2271","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","3","a1_12","f","d","2941","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","4","d3_9","j","k","2661","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","5","a4_12","f","d","1626","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","6","b4_17","d","d","2062","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","7","c1_25","d","d","1307","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","8","c1_7","k","d","1966","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","9","d4_5","f","d","1385","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","10","c4_19","d","d","777","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","11","a2_10","f","k","1412","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","12","c3_5","d","k","2125","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","13","b2_24","k","k","1300","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","14","d2_13","d","k","1348","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","15","b2_17","d","k","932","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","16","d4_8","j","d","2009","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","17","c2_30","f","d","1528","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","18","b3_24","f","d","1333","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","19","d1_21","j","k","1027","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","20","b3_22","d","d","1470","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","21","b1_11","j","d","3037","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","22","b3_11","k","k","1548","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","23","c4_24","k","k","1266","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","24","a1_16","j","k","1330","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","25","c1_18","f","d","2828","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","26","c4_28","d","d","1211","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","27","a3_21","f","d","2052","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","28","c3_14","j","d","950","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","29","b1_28","d","d","1562","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","30","c4_20","d","d","868","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","31","b4_16","j","d","1020","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","32","b4_27","j","k","2004","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","33","b1_10","d","d","1154","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","34","d4_20","k","d","1218","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","35","b3_16","f","d","1364","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","36","c2_6","j","d","1227","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","37","c2_11","k","d","1534","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","38","d2_3","d","k","1063","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","39","a2_2","j","d","1440","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","40","b4_9","f","d","1148","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","41","d4_17","f","d","2344","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","42","b2_20","d","d","1001","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","43","d2_22","k","k","929","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","44","d2_9","d","d","1189","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","45","b3_8","d","d","823","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","46","a2_29","f","d","1020","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","47","c3_10","d","d","1238","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","48","a3_12","d","k","1390","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","49","c2_22","j","d","976","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","50","c4_25","j","d","1168","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","51","a3_13","k","k","1463","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","52","b1_20","j","d","1979","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","53","a3_15","j","d","1343","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","54","c4_9","j","k","1954","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","55","a3_5","d","d","1218","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","56","a2_13","d","d","1012","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","57","c1_24","k","d","1205","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","58","c1_2","j","d","1150","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","59","a2_28","f","d","1514","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","60","a4_16","d","d","894","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","61","c2_12","k","k","921","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","62","d4_7","d","d","841","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","63","d3_27","d","d","1914","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","64","a2_5","f","d","911","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","65","d2_27","f","d","1566","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","66","b2_10","j","d","913","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","67","c4_13","d","d","852","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","68","c4_3","j","d","2221","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","69","b4_10","k","k","1060","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","70","d2_30","k","k","872","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","71","d2_12","d","d","850","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","72","b3_3","f","d","1120","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","73","b3_14","f","d","1011","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","74","c1_27","k","d","1764","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","75","a4_25","k","d","1018","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","76","a3_27","d","d","842","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","77","d3_11","d","d","738","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","78","d4_9","d","d","618","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","79","a3_25","d","d","557","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","80","c4_23","j","k","1141","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","81","c4_12","f","d","956","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","82","d2_28","d","d","1168","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","83","d2_19","d","d","1179","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","84","a4_27","d","d","1011","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","85","c1_5","k","d","858","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","86","d1_29","d","d","1169","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","87","b4_30","j","d","1330","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","88","a2_30","j","d","1376","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","89","d3_3","f","d","860","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","90","b4_7","d","d","764","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","91","a2_20","d","d","910","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","92","b3_26","d","d","848","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","93","c3_8","j","d","1129","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","94","b3_28","j","d","1052","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","95","d2_7","k","d","2449","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","96","b2_15","f","d","1542","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","97","d2_8","k","d","1062","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","98","a4_19","d","d","856","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","99","c2_26","d","d","725","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","100","a1_10","j","k","1448","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","101","c4_29","f","d","1090","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","102","a4_6","f","d","1018","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","103","c2_21","k","d","880","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","104","b1_29","k","d","1143","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","105","c1_16","j","d","1035","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","106","c3_30","f","d","937","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","107","b2_22","d","d","1376","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","108","b1_6","d","d","579","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","109","b2_27","f","d","1305","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","110","b1_15","j","k","844","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","111","c1_21","k","k","854","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","112","a3_22","k","d","1057","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","113","b4_20","k","d","1067","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","114","b2_28","f","k","1124","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","115","d3_18","d","d","777","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","116","a1_13","d","d","835","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","117","a2_25","d","k","1096","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","118","b1_2","j","k","763","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","119","b1_24","f","d","1322","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","120","b2_8","k","d","1201","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","121","b2_12","k","d","836","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","122","d1_17","k","k","1654","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","123","b4_15","f","d","987","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","124","d4_21","j","k","1317","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","125","b1_16","k","d","878","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","126","d4_30","f","d","1014","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","127","a3_3","k","k","1314","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","128","d4_27","d","d","839","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","129","d3_24","d","d","982","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","130","d1_15","f","d","1165","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","131","b3_15","d","k","848","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","132","c1_29","k","d","678","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","133","d4_24","k","d","924","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","134","d4_15","d","d","914","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","135","b4_11","k","d","945","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","136","c3_26","j","k","1112","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","137","c2_9","d","d","1033","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","138","a2_12","d","d","626","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","139","a3_17","j","d","1034","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","140","b3_13","k","k","796","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","141","c3_21","d","d","1320","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","142","d3_4","d","k","733","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","143","b4_26","k","d","736","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","144","a1_24","d","d","770","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","145","c3_6","d","d","832","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","146","c2_13","d","d","638","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","147","d1_30","f","d","933","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","148","d1_14","d","d","815","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","149","b1_8","k","k","665","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","150","b2_29","f","d","861","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","151","d2_23","d","d","786","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","152","a1_9","j","d","1104","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","153","b2_16","f","d","1141","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","154","d4_26","d","k","553","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","155","d3_23","d","d","533","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","156","a1_28","f","d","1055","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","157","d1_9","d","d","2026","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","158","a4_11","j","k","1220","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","159","d3_15","d","d","610","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","160","c2_2","d","d","1234","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","161","b2_9","f","d","1037","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","162","c1_10","j","d","1030","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","163","a1_18","d","d","1128","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","164","d1_2","f","d","1587","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","165","c3_2","d","d","1075","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","166","a3_19","j","d","975","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","167","b4_8","d","d","1272","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","168","a3_16","k","d","1049","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","169","b4_6","f","d","773","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","170","d1_6","j","d","1154","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","171","a2_26","d","d","691","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","172","d1_4","k","d","955","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","173","c2_17","k","d","874","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","174","b3_30","k","k","1570","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","175","d3_30","k","k","1446","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","176","c4_15","d","d","1374","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","177","d2_17","k","d","1055","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","178","a1_15","d","d","678","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","179","b2_21","j","k","1237","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","180","c4_17","f","k","971","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","181","c3_15","k","d","875","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","182","a1_20","k","k","1322","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","183","b2_6","f","d","1032","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","184","a3_8","j","d","927","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","185","c2_25","f","d","1236","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","186","d3_29","d","d","1439","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","187","c4_14","d","d","715","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","188","c3_16","j","k","895","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","189","d3_6","k","d","1172","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","190","a1_3","f","d","905","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","191","a2_1","j","k","883","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","192","c1_8","f","d","1156","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","193","d4_1","d","d","2464","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","194","d4_23","d","d","1310","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","195","a2_3","d","k","749","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","196","d2_15","k","d","725","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","197","c1_9","d","k","1007","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","198","b3_20","k","d","775","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","199","b4_12","k","k","1270","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","200","b1_13","d","d","761","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","201","a4_5","d","d","628","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","202","d1_24","k","d","783","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","203","c4_4","k","d","711","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","204","c1_6","k","d","936","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","205","d1_5","d","d","767","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","206","d4_2","d","d","669","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","207","d3_25","d","d","702","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","208","c1_3","k","k","949","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","209","a3_1","d","d","682","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","210","b4_29","j","d","1109","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","211","d3_16","f","k","1799","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","212","d4_14","d","d","665","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","213","a2_17","d","d","574","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","214","c4_11","d","d","628","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","215","b3_17","k","d","718","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","216","b3_29","k","d","1123","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","217","a1_30","j","d","820","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","218","d3_17","j","d","1554","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","219","b1_9","k","d","1054","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","220","a3_9","k","d","1678","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","221","a4_22","f","d","1246","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","222","d1_27","k","d","787","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","223","d3_12","d","d","643","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","224","c2_4","d","k","1008","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","225","b3_4","d","d","1512","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","226","a2_21","j","d","1658","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","227","c3_17","j","d","1507","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","228","b2_14","k","d","709","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","229","a4_9","f","d","815","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","230","d1_25","f","d","918","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","231","b1_22","k","k","656","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","232","a4_24","k","d","1197","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","233","d3_20","d","d","656","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","234","b4_25","k","d","692","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","235","a4_4","k","k","1072","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","236","a2_24","d","d","1039","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","237","c3_29","j","d","1399","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","238","a4_1","j","d","1201","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","239","a4_8","k","d","1306","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","240","c2_10","k","d","1099","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","241","d1_20","j","k","1174","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","242","c2_19","f","d","1264","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","243","b2_18","d","d","2548","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","244","a4_18","k","k","871","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","245","b4_14","k","d","1665","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","246","b3_6","d","d","1117","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","247","b1_17","f","d","1074","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","248","d2_29","f","d","1716","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","249","b3_12","f","d","1144","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","250","a1_26","k","d","946","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","251","c1_19","j","k","1379","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","252","c1_15","f","d","1182","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","253","a1_22","d","d","924","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","254","a4_30","f","k","1007","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","255","b1_18","k","d","849","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","256","c3_23","j","d","1103","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","257","b3_27","j","d","759","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","258","a2_8","f","d","1133","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","259","c3_22","d","d","1016","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","260","a1_29","k","d","846","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","261","a2_27","k","d","876","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","262","a4_14","k","d","772","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","263","c3_20","d","k","945","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","264","d3_5","d","d","591","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","265","c4_26","j","d","1285","3","","old","target","","","","","","","","","","",""
